,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Average
EC004,57865.65043,37351.98627,17843.4292,15116.3191,21272.18931,36557.39924,32658.46785,32636.33548,36222.91352,43399.95687,39636.58988,10661.94518,8211.066543,8292.703659,8260.471357,8336.372538,7897.928267,24836.57204
