iter	Logloss
545	0.2896327941
546	0.2892088343
547	0.2888395356
548	0.2885933794
549	0.2881752658
550	0.2878666207
551	0.2875110031
552	0.2872277303
553	0.2868545598
554	0.2866033247
555	0.2860475669
556	0.285690718
557	0.285159784
558	0.2848941039
559	0.2844242393
560	0.2840937496
561	0.2837795906
562	0.2833166179
563	0.2828972977
564	0.2825287422
565	0.2822227341
566	0.2819655066
567	0.281695093
568	0.2814999198
569	0.2810960549
570	0.2806621602
571	0.2803329735
572	0.2799086952
573	0.2794408661
574	0.279178444
575	0.2787325314
576	0.278464907
577	0.2780716429
578	0.2776179956
579	0.2772838249
580	0.2768218261
581	0.2765655286
582	0.2763684204
583	0.2762139369
584	0.2759297497
585	0.2755778671
586	0.2753851282
587	0.2750706961
588	0.2747885084
589	0.2742346364
590	0.2739387575
591	0.2736576131
592	0.2735443374
593	0.2730607417
594	0.2728635561
595	0.2726362101
596	0.2722592564
597	0.2719130533
598	0.2716484426
599	0.2713031852
600	0.2710431817
601	0.2707959384
602	0.270316163
603	0.270117895
604	0.2698610041
605	0.2695890428
606	0.2691379707
607	0.2688698556
608	0.2686622074
609	0.2683710764
610	0.2680363218
611	0.2677805057
612	0.2675020243
613	0.2671510062
614	0.2667557072
615	0.2664045081
616	0.2661526992
617	0.2658096488
618	0.2653974878
619	0.265099856
620	0.264812168
621	0.2644977113
622	0.2643111868
623	0.2639022421
624	0.263564975
625	0.263101194
626	0.262715539
627	0.2622782862
628	0.2620519998
629	0.2618500742
630	0.2615811756
631	0.2612573661
632	0.2608941684
633	0.2604627353
634	0.260226034
635	0.2598250726
636	0.2596453509
637	0.259461825
638	0.2590735711
639	0.2588206894
640	0.2585154371
641	0.2582145409
642	0.2579722549
643	0.2576387915
644	0.2573779597
645	0.2570961631
646	0.2568256344
647	0.2566420028
648	0.2564547773
649	0.2562407929
650	0.2559669892
651	0.2556640039
652	0.2554941554
653	0.2552224227
654	0.2549043469
655	0.2546161125
656	0.254282902
657	0.2540057179
658	0.2536654519
659	0.2534729816
660	0.2530522833
661	0.2527431589
662	0.2523820241
663	0.2521213479
664	0.2517201903
665	0.2515668869
666	0.2512317241
667	0.2508472681
668	0.2504416631
669	0.2500810308
670	0.2499131113
671	0.2496802858
672	0.2492774251
673	0.2491092589
674	0.2488268389
675	0.2483746761
676	0.2481654792
677	0.247900434
678	0.2476808175
679	0.2474043125
680	0.2472410129
681	0.2470230316
682	0.2467656497
683	0.2464315835
684	0.2460576919
685	0.2456641867
686	0.2452888877
687	0.2451607815
688	0.2448665153
689	0.2443276336
690	0.2441592607
691	0.2440348663
692	0.2437194464
693	0.2434209348
694	0.2433269144
695	0.243094415
696	0.2428944038
697	0.2425967408
698	0.2423632958
699	0.24196893
700	0.241683818
701	0.2413436028
702	0.2409462408
703	0.2406706448
704	0.2404558168
705	0.240111129
706	0.2399181042
707	0.239735766
708	0.2394858213
709	0.2393209052
710	0.2390536561
711	0.2387476607
712	0.2384935486
713	0.2382692519
714	0.2380833526
715	0.2379401768
716	0.237624048
717	0.2372508638
718	0.2370014594
719	0.2366578186
720	0.2364278802
721	0.2361741056
722	0.2359828536
723	0.235726559
724	0.2355019372
725	0.2352262039
726	0.2348751934
727	0.234557986
728	0.2342639236
729	0.2339770476
730	0.2338243063
731	0.2335721034
732	0.2333058209
733	0.2330607618
734	0.2328544938
735	0.232645721
736	0.2323511265
737	0.2320420605
738	0.2315363261
739	0.2312711275
740	0.2310985315
741	0.2307449933
742	0.2306258393
743	0.2304499076
744	0.2301500129
745	0.2298826988
746	0.2296058069
747	0.2293931341
748	0.2292929358
749	0.2290617188
750	0.2285685913
751	0.2282185635
752	0.2279853821
753	0.2277218609
754	0.227524624
755	0.2273845245
756	0.2270984295
757	0.2269298178
758	0.226711015
759	0.2265737516
760	0.226334598
761	0.2260855258
762	0.2258233494
763	0.2255168533
764	0.2253720821
765	0.2250392044
766	0.2247375042
767	0.2244693307
768	0.2241874611
769	0.2239448101
770	0.2236484717
771	0.2234431867
772	0.223158456
773	0.2229084158
774	0.2227158522
775	0.2223653034
776	0.2220511749
777	0.2218755296
778	0.2216434381
779	0.2213772902
780	0.2210532815
781	0.2208654561
782	0.2206874448
783	0.2205510811
784	0.2201959063
785	0.2199649359
786	0.2198008157
787	0.2196804244
788	0.2193926802
789	0.2191859884
790	0.2189194797
791	0.2187621225
792	0.2185850798
793	0.2184145011
794	0.2182804573
795	0.218059842
796	0.2177997395
797	0.2174119996
798	0.2172040988
799	0.2168458693
800	0.2166052282
801	0.2163948766
802	0.216174526
803	0.2158747384
804	0.2156875104
805	0.2154799517
806	0.2152928705
807	0.2150877504
808	0.2148522388
809	0.2146155658
810	0.2144946744
811	0.2142307573
812	0.2139270621
813	0.2136979267
814	0.2135318058
815	0.2132776211
816	0.2128794486
817	0.2125921565
818	0.2124336675
819	0.2123355729
820	0.2121524801
821	0.2119177262
822	0.2115676071
823	0.2111874069
824	0.2110033531
825	0.2107501184
826	0.2105240934
827	0.2103918688
828	0.2100764364
829	0.2098126116
830	0.2096054942
831	0.2092998763
832	0.2090619182
833	0.2088793511
834	0.2087420215
835	0.2084682816
836	0.2082763832
837	0.2081840368
838	0.2079703781
839	0.2078478002
840	0.2073995337
841	0.2072609116
842	0.2070945311
843	0.2068716021
844	0.2066330709
845	0.2063876237
846	0.2060162789
847	0.2058295564
848	0.2056126497
849	0.2053818429
850	0.2050224262
851	0.2048138382
852	0.2046419135
853	0.2044400609
854	0.2043248044
855	0.2041394969
856	0.2039787865
857	0.2037585067
858	0.2035475776
859	0.2034611533
860	0.2031564468
861	0.203018101
862	0.2026957393
863	0.2024417444
864	0.2021817416
865	0.2019444172
866	0.2017189633
867	0.2016163972
868	0.2014281796
869	0.2011896897
870	0.2010756897
871	0.2009554168
872	0.2007245947
873	0.2005450535
874	0.2004196903
875	0.2002208614
876	0.2000007915
877	0.1997869459
878	0.1995764702
879	0.1994894005
880	0.1992405477
881	0.1990254421
882	0.1988269061
883	0.1987428941
884	0.1985974808
885	0.1983282495
886	0.1980345078
887	0.1977831079
888	0.1975575561
889	0.1973643002
890	0.1971503863
891	0.1970653693
892	0.1969250616
893	0.1968295892
894	0.1966323493
895	0.1963573452
896	0.1960649525
897	0.195846315
898	0.1956581095
899	0.1954427027
900	0.1952677535
901	0.1951279606
902	0.1949285435
903	0.194733756
904	0.194528439
905	0.1942947226
906	0.194157435
907	0.1940110739
908	0.1938516011
909	0.1937476338
910	0.1935551711
911	0.1933888554
912	0.1931664651
913	0.1929892096
914	0.1927003054
915	0.1924649624
916	0.1923275077
917	0.1920715803
918	0.1918593672
919	0.1916411187
920	0.1913375437
921	0.1911469004
922	0.1910063067
923	0.1908121612
924	0.190515428
925	0.1903829685
926	0.1902718754
927	0.1900479583
928	0.1899844264
929	0.1897742729
930	0.189553787
931	0.1893743626
932	0.1892155336
933	0.1890393701
934	0.1888603277
935	0.1886463656
936	0.1884967868
937	0.1883083501
938	0.1879877001
939	0.1878287922
940	0.187712184
941	0.1875693864
942	0.1873528325
943	0.1871050843
944	0.1869582219
945	0.1866934177
946	0.1865090833
947	0.1862923041
948	0.1860694397
949	0.1857722179
950	0.1855804131
951	0.185338899
952	0.1851930667
953	0.1849733184
954	0.1847855119
955	0.1846243618
956	0.1844538299
957	0.184274955
958	0.1841664425
959	0.1839140957
960	0.1838219878
961	0.1836192147
962	0.183432099
963	0.1832847512
964	0.1831535359
965	0.1827946368
966	0.1825528531
967	0.1823211635
968	0.182058007
969	0.1818458224
970	0.1815608811
971	0.1814437974
972	0.1812165467
973	0.1810430167
974	0.18091426
975	0.1806796524
976	0.1805269264
977	0.1803801436
978	0.1801736962
979	0.1799858862
980	0.179779987
981	0.1794776874
982	0.1792291185
983	0.1790860552
984	0.1789120776
985	0.1788117126
986	0.1786620094
987	0.1784613018
988	0.1782996458
989	0.1781570897
990	0.1779583227
991	0.1777888904
992	0.1776677861
993	0.1775346208
994	0.1774212926
995	0.1771711142
996	0.1768615721
997	0.176685906
998	0.1765600321
999	0.1763686736
