,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
EC003,39549.8976045737,49166.05669747584,61962.92981520023,69566.82393440047,74006.77546662521,78773.74332224706,80976.93537812239,80071.28088730515,78988.65193758003,78290.99250681355,79979.1627531879,75757.74954175038,74808.90726591245,72370.41285162282,67841.99316542265,66361.82573960719,62111.702026233426
