,5,6,7,8,9,10,11,12,13,14,15,16,17
EC019,11833.776181874697,86387.44670569804,62518.95784789881,19673.009400692015,17105.09782067264,63982.32939603756,21246.58509499757,42074.992174293206,45700.87370975162,50105.65699810772,48048.67929813542,50388.55235742833,50565.25161470393
