,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
EC060,11203.498971772293,3285.592215876466,4251.280084595286,4570.165387421846,5151.838825327749,3973.632422037572,4883.316403051687,5827.819330928531,5358.590062827695,8514.603409795327,6131.278838103472,6764.3031587801825,6687.5352126673115,10645.297289431044,10553.583110488122,13034.953211025479,13320.221683189322
