,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
H014,15980.5027644574,16836.127030902746,18384.20953607838,19525.062962224394,21779.951044252608,32834.90445171186,34459.018567530686,45208.04894816175,55172.39783197903,64300.955978871636,67277.56612141099,76013.2227163924,82981.45432202383,80290.34685327992,82578.01691535575,86320.2776047511,84118.87119722238
