,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
EC006,47192.684764179605,39794.345100650775,37236.419177101765,39843.815189018,40930.612918047875,45496.21938318122,47885.86680151183,51434.60949278364,45666.13129434509,44770.91000780882,42694.12072330469,41829.55195599178,42262.49791596185,40463.09358705386,38288.07513055144,35832.9169526246,32674.15305797183
