,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
EC008,20192.64838367895,26386.9695527727,29736.78752572659,31061.679314350513,38112.65284881269,44895.06161750424,49871.02582574596,51984.73441597595,56367.978055627216,58492.53132460817,57904.023940590494,55666.10456476897,51449.759019019795,50417.71102900994,47416.97646417421,44677.77717587467,41513.07012974087
