,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
H004,29160.910647778845,42191.633588342986,53958.40248045908,54254.736200676045,59380.46366548666,62325.96374121296,62540.10660924371,62304.90020959797,69145.09855075105,62465.7797924441,64205.3923672501,63927.729079289864,66654.82163238063,68389.4157565679,67051.20257979778,68716.53920326536,65356.12376632742
