,5,6,7,8,9,10,11,12,13,14,15,16,17
EC030,45545.01152595518,53181.81410748655,67173.61356399253,69068.76766691636,75022.73902413363,75421.10962784076,77117.1521968561,75713.24783352877,70581.49793321668,70861.09877343998,69754.27893767039,70081.02514774559,63803.538083330815
