,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Average
EC020,20020.32758,20618.42119,24135.88516,28562.69265,29513.02693,32458.05228,53224.145,41400.27703,45478.56844,48947.45648,54348.35605,56873.95566,60428.34544,60166.7396,63433.75076,63644.59163,65567.21097,45224.81193
