,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
H006,12878.931816962608,55652.04551251895,16097.634779037337,18045.130009653818,19842.785752578697,25053.94653727224,28424.911532037422,31865.532431380416,36115.086718223705,44046.8229204011,53064.329131856226,52728.50236259494,57988.47287193916,58865.9072087033,59450.04327140974,59071.356082025566,58301.38489952822
