,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Average
H029,4457.670007,6272.991233,3549.024045,4328.468109,3864.32342,4848.338784,4178.207074,9762.903408,10871.70211,12326.6776,14728.32396,15362.16866,15945.12145,18182.31261,19343.30844,17471.36038,17027.11959,10736.47182
