,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
EC069,1284.255069185383,2094.694314699821,10506.247398186557,2557.6823568689415,1770.7636601468973,1923.6805636490906,2961.8575564336325,2516.6546823540557,2763.387385923864,2965.069200841671,3220.1816004842367,3399.4924974040855,3694.2669930784614,3398.8870654320913,3334.500888556907,12972.919454204442,3351.954557457909
