,5,6,7,8,9,10,11,12,13,14,15,16,17
H010,21462.920834337747,23692.527310661564,39853.16334929915,34370.195414979244,41977.91230872333,42034.71089630857,47939.03623577385,55809.60359179625,61885.862407110384,68582.20345971163,66242.0890904305,68334.52714611687,69652.47442418737
