,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
EC068,1025.9846456852433,926.5868643758988,5686.446656334151,1268.4783354229894,951.8560000809518,1505.985972376613,972.715203476555,1472.4746565080839,1251.5264119731908,1584.5344185926,1278.1707910198932,1887.2440552311468,1573.363902481813,1910.0154759760378,2375.1340771046125,7696.9076483824365,2029.5080706456147
